Timestamp, TransactionCount
1389657600000,30951053
1390003200000,31185351
1390348800000,31421422
1390694400000,31669679
1391040000000,31913041
1391385600000,32141133
1391731200000,32406147
1392076800000,32665337
1392422400000,32937665
1392768000000,33182973
1393113600000,33451837
1393459200000,33737541
1393804800000,34000971
1394150400000,34309391
1394496000000,34579039
1394841600000,34874620
1395187200000,35116674
1395532800000,35399977
1395878400000,35669182
1396224000000,35916891
1396569600000,36180662
1396915200000,36418645
1397260800000,36684903
1397606400000,36926901
1397952000000,37171002
1398297600000,37431721
1398643200000,37680606
1398988800000,37933416
1399334400000,38167287
1399680000000,38449155
1400025600000,38702439
1400371200000,38965893
1400716800000,39220681
1401062400000,39476803
1401408000000,39749554
1401753600000,39987099
1402099200000,40250781
1402444800000,40473834
1402790400000,40719484
1403136000000,40975842
1403481600000,41197232
1403827200000,41447698
1404172800000,41685191
1404518400000,41943394
1404864000000,42180575
1405209600000,42425727
1405555200000,42678822
1405900800000,42920507
1406246400000,43184303
1406592000000,43419821
1406937600000,43684681
1407283200000,43934462
1407628800000,44213658
1407974400000,44499113
1408320000000,44780553
1408665600000,45074219
1409011200000,45325324
1409356800000,45609878
1409702400000,45871302
1410048000000,46145242
1410393600000,46437022
1410739200000,46698904
1411084800000,47022606
1411430400000,47288697
1411776000000,47592450
1412121600000,47873824
1412467200000,48167284
1412812800000,48470108
1413158400000,48762755
1413504000000,49073750
1413849600000,49356377
1414195200000,49677179
1414540800000,49992303
1414886400000,50333527
1415232000000,50679369
1415577600000,51001965
1415923200000,51365099
1416268800000,51688536
1416614400000,52032605
1416960000000,52356355
1417305600000,52691679
1417651200000,53072918
1417996800000,53417501
1418342400000,53772332
1418688000000,54104356
1419033600000,54494163
1419379200000,54856046
1419724800000,55159152
1420070400000,55480094
1420416000000,55786649
1420761600000,56167700
1421107200000,56563545
1421452800000,56996731
1421798400000,57368543
1422144000000,57734051
1422489600000,58113605
1422835200000,58450316
1423180800000,58806421
1423526400000,59164725
1423872000000,59566801
1424217600000,59958714
1424563200000,60344470
1424908800000,60740803
1425254400000,61121472
1425600000000,61536823
1425945600000,61915745
1426291200000,62314941
1426636800000,62694869
1426982400000,63098047
1427328000000,63483022
1427673600000,63862964
1428019200000,64314927
1428364800000,64711064
1428710400000,65160266
1429056000000,65572106
1429401600000,65979454
1429747200000,66411165
1430092800000,66822901
1430438400000,67279070
1430784000000,67662569
1431129600000,68108888
1431475200000,68514934
1431820800000,68921457
1432166400000,69321823
1432512000000,69702357
1432857600000,70136658
1433203200000,70616730
1433548800000,71100871
1433894400000,71506717
1434240000000,71990448
1434585600000,72477817
1434931200000,72926758
1435276800000,73395661
1435622400000,73842827
1435968000000,74414788
1436313600000,75000638
1436659200000,75771695
1437004800000,76377423
1437350400000,76860425
1437696000000,77359954
1438041600000,77778068
1438387200000,78311452
1438732800000,78814943
1439078400000,79296537
1439424000000,79736890
1439769600000,80149184
1440115200000,80623590
1440460800000,81061017
1440806400000,81546557
1441152000000,82011379
1441497600000,82517993
1441843200000,83001503
1442188800000,83589772
1442534400000,84346930
1442880000000,84864066
1443225600000,85385168
1443571200000,85888413
1443916800000,86421773
1444262400000,86930983
1444608000000,87417899
1444953600000,87982906
1445299200000,88525516
1445644800000,89112016
1445990400000,89654027
1446336000000,90297023
1446681600000,91013174
1447027200000,91646798
1447372800000,92286431
1447718400000,92893073
1448064000000,93524134
1448409600000,94102540
1448755200000,94746176
1449100800000,95419748
1449446400000,96123127
1449792000000,96942987
1450137600000,97778984
1450483200000,98655287
1450828800000,99515476
1451174400000,100305034
1451520000000,101000764
1451865600000,101571729
1452211200000,102297161
1452556800000,103010985
1452902400000,103760801
1453248000000,104557079
1453593600000,105393213
1453939200000,106277164
1454284800000,107097081
1454630400000,107953916
1454976000000,108840634
1455321600000,109728733
1455667200000,110538096
1456012800000,111409151
1456358400000,112324526
1456704000000,113159415
1457049600000,114194756
1457395200000,114982938
1457740800000,115752295
1458086400000,116462714
1458432000000,117267257
1458777600000,118036568
1459123200000,118717643
1459468800000,119519077
1459814400000,120301309
1460160000000,121170114
1460505600000,122022428
1460851200000,122869495
1461196800000,123725048
1461542400000,124517359
1461888000000,125473816
1462233600000,126363745
1462579200000,127297075
1462924800000,128159242
1463270400000,129066021
1463616000000,129981129
1463961600000,130783891
1464307200000,131722199
1464652800000,132520907
1464998400000,133435118
1465344000000,134274248
1465689600000,135182216
1466035200000,136151343
1466380800000,137124968
1466726400000,138099653
1467072000000,138943108
1467417600000,139818164
1467763200000,140623108
1468108800000,141448513
1468454400000,142264794
1468800000000,143052608
1469145600000,143942775
1469491200000,144783205
1469836800000,145723125
1470182400000,146590177
1470528000000,147488018
1470873600000,148392775
1471219200000,149293157
1471564800000,150228418
1471910400000,151096839
1472256000000,152030973
1472601600000,152874409
1472947200000,153745688
1473292800000,154639697
1473638400000,155460161
1473984000000,156372460
1474329600000,157216700
1474675200000,158153913
1475020800000,159030221
1475366400000,159972595
1475712000000,160955164
1476057600000,161955206
1476403200000,162907622
1476748800000,163792452
1477094400000,164778698
1477440000000,165649442
1477785600000,166680044
1478131200000,167646148
1478476800000,168630170
1478822400000,169740830
1479168000000,170715430
1479513600000,171839267
1479859200000,172904661
1480204800000,174101890
1480550400000,175220623
1480896000000,176309004
1481241600000,177500532
1481587200000,178517026
1481932800000,179658397
1482278400000,180710924
1482624000000,181895789
1482969600000,182941295
1483315200000,183961799
1483660800000,185172468
1484006400000,186331500
1484352000000,187526244
1484697600000,188563136
1485043200000,189722896
1485388800000,190780358
1485734400000,191844521
1486080000000,193009940
1486425600000,194139731
1486771200000,195422528
1487116800000,196526652
1487462400000,197709937
1487808000000,198804578
1488153600000,200067913
1488499200000,201323192
1488844800000,202494972
1489190400000,203730676
1489536000000,204816495
1489881600000,205991487
1490227200000,207142546
1490572800000,208183230
1490918400000,209283040
1491264000000,210331731
1491609600000,211489676
1491955200000,212537440
1492300800000,213604022
1492646400000,214675280
1492992000000,215785841
1493337600000,216966802
1493683200000,218189730
1494028800000,219439937
1494374400000,220817283
1494720000000,222070336
1495065600000,223319866
1495411200000,224608121
1495756800000,225991952
1496102400000,227286921
1496448000000,228546120
1496793600000,229706676
1497139200000,230889986
1497484800000,231962028
1497830400000,232970155
1498176000000,234059705
1498521600000,234989698
1498867200000,236026202
1499212800000,236955005
1499558400000,237881147
1499904000000,238843535
1500249600000,239742398
1500595200000,240717621
1500940800000,241630558
1501286400000,242585209
1501632000000,243343135
1501977600000,244240858
1502323200000,245225550
1502668800000,246291824
1503014400000,247480589
1503360000000,248507661
1503705600000,249431724
1504051200000,250423130
1504396800000,251497283
1504742400000,252515787
1505088000000,253462800
1505433600000,254503652
1505779200000,255440764
1506124800000,256441730
1506470400000,257321180
1506816000000,258321327
1507161600000,259335557
1507507200000,260361879
1507852800000,261548652
1508198400000,262749769
1508544000000,264082082
1508889600000,265347488
1509235200000,266383322
1509580800000,267662050
1509926400000,268826538
1510272000000,270075705
1510617600000,271037940
1510963200000,272248316
1511308800000,273491904
1511654400000,274798026
1512000000000,276271425
1512345600000,277747090
1512691200000,279373630
1513036800000,280871727
1513382400000,282565792
1513728000000,284094637
1514073600000,285489261
1514419200000,286552442
1514764800000,287846198
1515110400000,289250439
1515456000000,290665709
1515801600000,292011260
1516147200000,293089374
1516492800000,294197236
1516838400000,295182374
1517184000000,296046100
1517529600000,296975108
1517875200000,297797902
1518220800000,298604656
1518566400000,299306169
1518912000000,300060611
1519257600000,300812154
1519603200000,301478395
1519948800000,302309658
1520294400000,303041352
1520640000000,303857516
1520985600000,304549889
1521331200000,305285642
1521676800000,306033506
1522022400000,306691342
1522368000000,307435858
1522713600000,308073189
1523059200000,308813093
1523404800000,309468954
1523750400000,310243378
1524096000000,311012999
1524441600000,311801306
1524787200000,312713491
1525132800000,313522774
1525478400000,314383829
1525824000000,315180744
1526169600000,315992718
1526515200000,316784522
1526860800000,317519701
1527206400000,318354573
1527552000000,319042790
1527897600000,319866167
1528243200000,320628257
1528588800000,321415161
1528934400000,322234256
1529280000000,322954219
1529625600000,323736973
1529971200000,324463101
1530316800000,325234484
1530662400000,325988496
1531008000000,326763721
1531353600000,327545678
1531699200000,328294854
1532044800000,329199348
1532390400000,330006442
1532736000000,330977464
1533081600000,331809220
1533427200000,332696040
1533772800000,333554382
1534118400000,334361876
1534464000000,335308653
1534809600000,336116312
1535155200000,337002185
1535500800000,337831435
1535846400000,338752659
1536192000000,339640512
1536537600000,340517266
1536883200000,341444891
1537228800000,342298731
1537574400000,343320841
1537920000000,344236324
1538265600000,345202714
1538611200000,346138560
1538956800000,347063616
1539302400000,348053877
1539648000000,348961028
1539993600000,349985997
1540339200000,350934362
1540684800000,351929533
1541030400000,352989457
1541376000000,354045146
1541721600000,355193936
1542067200000,356277368
1542412800000,357423738
1542758400000,358483054
1543104000000,359528490
1543449600000,360548754
1543795200000,361509076
1544140800000,362555831
1544486400000,363537909
1544832000000,364596118
1545177600000,365651197
1545523200000,366772667
1545868800000,367840744
1546214400000,368980920
1546560000000,370039173
1546905600000,371129843
1547251200000,372400845
1547596800000,373591457
1547942400000,374779658
1548288000000,375980457
1548633600000,377152636
1548979200000,378464436
1549324800000,379761650
1549670400000,381152017
1550016000000,382350594
1550361600000,383686764
1550707200000,385019779
1551052800000,386317544
1551398400000,387732061
1551744000000,389081411
1552089600000,390211069
1552435200000,391245872
1552780800000,392390409
1553126400000,393519539
1553472000000,394595728
1553817600000,396060389
1554163200000,397560778
1554508800000,399063502
1554854400000,400491259
1555200000000,402034908
1555545600000,403462303
1555891200000,404918202
1556236800000,406360316
1556582400000,407847689
1556928000000,409467939
1557273600000,410864056
1557619200000,412286381
1557964800000,413750644
1558310400000,415195412
1558656000000,416740497
1559001600000,418228062
1559347200000,419699192
1559692800000,421000986
1560038400000,422381534
1560384000000,423706779
1560729600000,425060575
1561075200000,426507765
1561420800000,427968264
1561766400000,429496915
1562112000000,430894074
1562457600000,432390866
1562803200000,433764593
1563148800000,435059067
1563494400000,436412702
1563840000000,437638264
1564185600000,438910919
1564531200000,440128033
1564876800000,441501346
1565222400000,442880797
1565568000000,444135872
1565913600000,445518540
1566259200000,446738249
1566604800000,448041779
1566950400000,449280974
1567296000000,450660388
1567641600000,451968086
1567987200000,453288908
1568332800000,454620184
1568678400000,455850312
1569024000000,457244415
1569369600000,458540193
1569715200000,459862484
1570060800000,461123521
1570406400000,462388900
1570752000000,463712218
1571097600000,464942535
1571443200000,466295480
1571788800000,467582972
1572134400000,468869146
1572480000000,470055810
1572825600000,471247114
1573171200000,472529824
1573516800000,473774076
1573862400000,475069560
1574208000000,476249278
1574553600000,477512144
1574899200000,478697560
1575244800000,479870557
1575590400000,481170589
1575936000000,482362284
1576281600000,483610063
1576627200000,484811929
1576972800000,486089966
1577318400000,487209890
1577664000000,488408114
1578009600000,489572666
1578355200000,490763687
1578700800000,492078809
1579046400000,493308752
1579392000000,494578989
1579737600000,495819165
1580083200000,497010617
1580428800000,498303172
1580774400000,499563560
1581120000000,500892017
1581465600000,502190188
1581811200000,503524815
1582156800000,504823586
1582502400000,506069685
1582848000000,507401128
1583193600000,508730234
1583539200000,510117441
1583884800000,511412827
1584230400000,512605951
1584576000000,513610484
1584921600000,514615625
1585267200000,515664266
1585612800000,516690787
1585958400000,517840235
1586304000000,518926212
1586649600000,520037763
1586995200000,521163188
1587340800000,522312894
1587686400000,523541482
1588032000000,524705940
1588377600000,526022596
1588723200000,527247124
1589068800000,528558865
1589414400000,529794208
1589760000000,530906830
1590105600000,532032847
1590451200000,533062704
1590796800000,534231865
1591142400000,535388210
1591488000000,536631092
1591833600000,537854272
1592179200000,539060238
1592524800000,540314507
1592870400000,541502518
1593216000000,542812617
1593561600000,543968606
1593907200000,545310370
1594252800000,546617219
1594598400000,547914934
1594944000000,549246751
1595289600000,550438348
1595635200000,551820942
1595980800000,553095438
1596326400000,554422556
1596672000000,555665915
1597017600000,556901315
1597363200000,558230773
1597708800000,559488830
1598054400000,560816607
1598400000000,562049916
1598745600000,563347869
1599091200000,564613771
1599436800000,565811414
1599782400000,567132303
1600128000000,568348616
1600473600000,569700045
1600819200000,570865205
1601164800000,572161256
1601510400000,573414811
1601856000000,574614906
1602201600000,575927903
1602547200000,577136548
1602892800000,578449559
1603238400000,579591519
1603584000000,580871863
1603929600000,581879482
1604275200000,582975972
1604620800000,584172804
1604966400000,585352179
1605312000000,586602857
1605657600000,587788639
1606003200000,589120273
1606348800000,590384379
1606694400000,591587779
1607040000000,592897766
1607385600000,594058381
1607731200000,595329667
1608076800000,596535607
1608422400000,597879066
1608768000000,599094619
1609113600000,600249266
1609459200000,601577750
1609804800000,602865747
1610150400000,604378746
1610496000000,605701559
1610841600000,607012869
1611187200000,608238505
1611532800000,609414229
1611878400000,610710114
1612224000000,611935068
1612569600000,613372494
1612915200000,614687413
1613260800000,616012831
1613606400000,617234210
1613952000000,618485717
1614297600000,619741599
1614643200000,620904141
1614988800000,622182529
1615334400000,623323394
1615680000000,624557151
1616025600000,625772533
1616371200000,626942107
1616716800000,628178277
1617062400000,629311017
1617408000000,630582655
1617753600000,631709087
1618099200000,632932905
1618444800000,634085336
1618790400000,635135909
1619136000000,636123674
1619481600000,637190939
1619827200000,638316363
1620172800000,639401160
1620518400000,640605777
1620864000000,641770051
1621209600000,642762772
1621555200000,643726741
1621900800000,644605027
1622246400000,645503002
1622592000000,646341383
1622937600000,647278422
1623283200000,648157218
1623628800000,649035665
1623974400000,650012711
1624320000000,650795691
1624665600000,651675788
1625011200000,652404292
1625356800000,653279360
1625702400000,654124289
1626048000000,654935868
1626393600000,655849251
1626739200000,656643325
1627084800000,657569543
1627430400000,658459857
1627776000000,659435583
1628121600000,660346520
1628467200000,661257949
1628812800000,662284957
1629158400000,663203487
1629504000000,664234090
1629849600000,665178657
1630195200000,666176305
1630540800000,667169954
1630886400000,668178140
1631232000000,669268179
1631577600000,670195353
1631923200000,671275196
1632268800000,672217715
1632614400000,673252795
1632960000000,674209251
1633305600000,675257144
1633651200000,676432081
1633996800000,677448946
1634342400000,678594018
1634688000000,679675451
1635033600000,680801042
1635379200000,681881744
1635724800000,682953398
1636070400000,684121357
1636416000000,685155107
1636761600000,686368434
1637107200000,687421128
1637452800000,688539230
1637798400000,689623429
1638144000000,690658593
1638489600000,691856000
1638835200000,692898231
1639180800000,694005972
1639526400000,695004157
1639872000000,696043039
1640217600000,697110260
1640563200000,698069683
1640908800000,699106307
1641254400000,699995245
1641600000000,701060121
1641945600000,702040529
1642291200000,703090105
1642636800000,704099618
1642982400000,705098842
1643328000000,706150299
1643673600000,707116297
1644019200000,708182519
1644364800000,709198351
1644710400000,710212002
1645056000000,711209926
1645401600000,712147783
1645747200000,713150486
1646092800000,714113424
1646438400000,715213378
1646784000000,716156440
1647129600000,717168548
1647475200000,718176611
1647820800000,719169728
1648166400000,720221107
1648512000000,721252996
1648857600000,722377453
1649203200000,723405122
1649548800000,724448126
1649894400000,725497957
1650240000000,726450332
1650585600000,727537519
1650931200000,728533363
1651276800000,729657029
1651622400000,730700527
1651968000000,731767365
1652313600000,732821388
1652659200000,733892118
1653004800000,734968323
1653350400000,735935114
1653696000000,736992278
1654041600000,737975245
1654387200000,738999111
1654732800000,739994750
1655078400000,740963749
1655424000000,742067898
1655769600000,743003721
1656115200000,744021307
1656460800000,744954771
1656806400000,745997123
1657152000000,746956618
1657497600000,747926545
1657843200000,748940946
1658188800000,749887101
1658534400000,750963692
1658880000000,751905467
1659225600000,752962724
1659571200000,753971678
1659916800000,754954247
1660262400000,756018367
1660608000000,756971951
1660953600000,758074323
1661299200000,759009330
1661644800000,760014452
1661990400000,760992653
1662336000000,761978316
1662681600000,763024820
1663027200000,764047893
1663372800000,765115318
1663718400000,766099303
1664064000000,767115721
1664409600000,768121601
1664755200000,769131230
1665100800000,770228799
1665446400000,771202786
1665792000000,772297921
1666137600000,773270316
1666483200000,774302087
1666828800000,775339438
1667174400000,776364220
1667520000000,777479941
1667865600000,778505900
1668211200000,779671535
1668556800000,780665460
1668902400000,781725443
1669248000000,782751591
1669593600000,783718774
1669939200000,784809472
1670284800000,785824548
1670630400000,786890447
1670976000000,787897951
1671321600000,788968409
1671667200000,789982145
1672012800000,790945257
1672358400000,791948046
1672704000000,792897596
1673049600000,794002725
1673395200000,795068665
1673740800000,796298027
1674086400000,797461667
1674432000000,798597007
1674777600000,799785583
1675123200000,800926516
1675468800000,802240108
1675814400000,803403182
1676160000000,804670112
1676505600000,805855534
1676851200000,807038897
1677196800000,808173143
1677542400000,809295737
1677888000000,810695222
1678233600000,811965659
1678579200000,813244464
1678924800000,814516177
1679270400000,815716535
1679616000000,816977341
1679961600000,818118504
1680307200000,819403518
1680652800000,820819718
1680998400000,822193825
1681344000000,823485760
1681689600000,824641493
1682035200000,825868575
1682380800000,827368933
1682726400000,829077303
1683072000000,831271254
1683417600000,833264393
1683763200000,835719335
1684108800000,837983993
1684454400000,840134477
1684800000000,842061818
1685145600000,843977742
1685491200000,846010668
1685836800000,847649292
1686182400000,849267903
1686528000000,850826536
1686873600000,852362214
1687219200000,854204009
1687564800000,855781779
1687910400000,857363958
1688256000000,858904884
1688601600000,860413870
1688947200000,862529837
1689292800000,864323567
1689638400000,866253233
1689984000000,868041114
1690329600000,869881904
1690675200000,871620602
1691020800000,873515235
1691366400000,875417941
1691712000000,877040464
1692057600000,879116599
1692403200000,881192206
1692748800000,883294423
1693094400000,885036076
1693440000000,886688161
1693785600000,888711147
1694131200000,890770975
1694476800000,892799688
1694822400000,895054866
1695168000000,897387893
1695513600000,899443311
1695859200000,900817492
1696204800000,902121653
1696550400000,903383323
1696896000000,904451509
1697241600000,905548967
1697587200000,906660247
1697932800000,907779086
1698278400000,909185230
1698624000000,911043105
1698969600000,912807567
1699315200000,915071920
1699660800000,917204210
1700006400000,919486107
1700352000000,921842625
1700697600000,924252457
1701043200000,926658637
1701388800000,928357959
1701734400000,930562927
1702080000000,932329201
1702425600000,934522487
1702771200000,936952126
1703116800000,939454845
1703462400000,942001587
1703808000000,944052234
1704153600000,946556126
1704499200000,948329345
1704844800000,949942768
1705190400000,951806034
1705536000000,953724623
1705881600000,955832047
1706227200000,957370904
1706572800000,959673171
1706918400000,961484454
1707264000000,962895075
1707609600000,964341289
1707955200000,965690056
1708300800000,966978466
1708646400000,968477026
1708992000000,970001601
1709337600000,971629098
1709683200000,973139068
1710028800000,974743386
1710374400000,976237246
1710720000000,977597096
1711065600000,979166985
1711411200000,980481347
1711756800000,982034123
1712102400000,983527260
1712448000000,985002826
1712793600000,986969366
1713139200000,988874833
1713484800000,990636427
1713830400000,992971257
1714176000000,995476229
