Timestamp, TransactionVolumeUSD
1334966400000,1064328.23087649
1335225600000,903934.574809139
1335484800000,868905.013322784
1335744000000,709339.662700691
1336003200000,858768.393890214
1336262400000,1059550.33740738
1336521600000,1441439.52890807
1336780800000,933251.345870574
1337040000000,1296107.01251562
1337299200000,1128069.41849863
1337558400000,1291879.29643989
1337817600000,881995.39293022
1338076800000,1113589.66758529
1338336000000,1383851.47205582
1338595200000,918787.816699308
1338854400000,1408324.70372012
1339113600000,1442372.15249667
1339372800000,1344029.52731572
1339632000000,1373122.5324064
1339891200000,1543700.03879137
1340150400000,2099456.75684594
1340409600000,1043033.67324336
1340668800000,2416260.76873621
1340928000000,1200385.04814585
1341187200000,1818012.11238643
1341446400000,1490351.58041972
1341705600000,1017366.12818041
1341964800000,1681276.36159398
1342224000000,2195416.32252747
1342483200000,4218445.50073921
1342742400000,2682261.31822111
1343001600000,2473981.58837939
1343260800000,2482655.25196392
1343520000000,2331048.18180908
1343779200000,3048987.68331347
1344038400000,1958789.06998619
1344297600000,2744918.61819045
1344556800000,2697276.1588804
1344816000000,3422235.08420338
1345075200000,4159349.94686876
1345334400000,13229698.7764277
1345593600000,4701384.42910237
1345852800000,2340296.84026876
1346112000000,3064124.05097324
1346371200000,5311728.57556571
1346630400000,2093857.54180865
1346889600000,3528845.29326258
1347148800000,6187282.40692305
1347408000000,3763888.14575047
1347667200000,2875936.65976257
1347926400000,3800480.68837892
1348185600000,7679920.32765494
1348444800000,4533834.31562086
1348704000000,4124401.1123424
1348963200000,3084757.70186329
1349222400000,4154748.08066316
1349481600000,2317835.17448837
1349740800000,3354439.37070163
1350000000000,3083356.53680376
1350259200000,2965255.93695383
1350518400000,3388915.94272883
1350777600000,2918664.91885251
1351036800000,4182431.05253092
1351296000000,3325377.26860067
1351555200000,5497632.31480953
1351814400000,3608268.19356844
1352073600000,3092646.6176246
1352332800000,2682007.59398355
1352592000000,1734088.43699466
1352851200000,2066803.29496251
1353110400000,3252624.59880557
1353369600000,4122047.71326089
1353628800000,2455812.90745843
1353888000000,3091856.03170626
1354147200000,3280644.80071522
1354406400000,2429656.11223512
1354665600000,4461527.1576959
1354924800000,2779400.01785655
1355184000000,4962399.59001582
1355443200000,4228348.10063438
1355702400000,3403130.02279033
1355961600000,2788973.65052032
1356220800000,2115116.6702367
1356480000000,2984980.75564456
1356739200000,2905456.82478324
1356998400000,3147543.19672482
1357257600000,4183737.86509981
1357516800000,2813060.93821456
1357776000000,4005278.27131982
1358035200000,3068670.79301889
1358294400000,4533463.48090826
1358553600000,3205049.27080601
1358812800000,6762169.56529049
1359072000000,7889949.92646682
1359331200000,7710023.53333102
1359590400000,11146245.9218168
1359849600000,5793496.25807252
1360108800000,7796247.71179325
1360368000000,5865202.84883505
1360627200000,8826126.27578272
1360886400000,8592939.38002208
1361145600000,7646977.18344772
1361404800000,8578368.87714701
1361664000000,9869437.6081046
1361923200000,8976214.84832343
1362182400000,9160939.28028332
1362441600000,11927470.1242744
1362700800000,10922783.5643237
1362960000000,10672432.3266598
1363219200000,12870446.9068233
1363478400000,7725178.08314769
1363737600000,18591990.0768134
1363996800000,17212923.9047035
1364256000000,20391880.6267102
1364515200000,27287140.4260621
1364774400000,28568627.1052029
1365033600000,39009663.9036864
1365292800000,26995427.9670427
1365552000000,138536986.03223
1365811200000,28158775.7724955
1366070400000,36897674.7879628
1366329600000,26871098.7954289
1366588800000,20874218.5591197
1366848000000,46028218.1722704
1367107200000,17955087.5594446
1367366400000,41742164.0089215
1367625600000,18759073.1537338
1367884800000,49746762.5641563
1368144000000,25122024.5341666
1368403200000,37719731.5870739
1368662400000,26500939.869221
1368921600000,16608941.7792529
1369180800000,19881349.3258152
1369440000000,27941855.9728302
1369699200000,26008344.7000929
1369958400000,17736377.8752891
1370217600000,34314504.4791956
1370476800000,25643113.108673
1370736000000,28246005.5408642
1370995200000,20600672.5539862
1371254400000,12809019.4247898
1371513600000,17821512.1112672
1371772800000,22223940.1986307
1372032000000,20120327.2914897
1372291200000,15700972.1653262
1372550400000,11538317.4236195
1372809600000,27872927.9470423
1373068800000,15317565.9950894
1373328000000,29408339.5856637
1373587200000,25353409.4932243
1373846400000,16719767.81624
1374105600000,45562008.0600204
1374364800000,14537429.8666669
1374624000000,22809377.4421307
1374883200000,12125392.5837381
1375142400000,22946719.5135193
1375401600000,20028291.0290872
1375660800000,24632790.9102458
1375920000000,19763768.0031229
1376179200000,13620398.1380625
1376438400000,26932215.90962
1376697600000,11567741.5484903
1376956800000,28188708.5650711
1377216000000,19489988.3274431
1377475200000,20764666.3627704
1377734400000,27764452.1077764
1377993600000,19979295.030136
1378252800000,24239284.9222148
1378512000000,13258661.1955041
1378771200000,17038518.0838766
1379030400000,17861321.1127965
1379289600000,20658700.0661841
1379548800000,30928857.3373019
1379808000000,16575376.1797296
1380067200000,26276165.7878833
1380326400000,16802181.5372924
1380585600000,39488055.1697284
1380844800000,21042820.0912296
1381104000000,25523267.7756868
1381363200000,20037603.3193548
1381622400000,20819731.6033765
1381881600000,38495740.5125314
1382140800000,35631204.0598879
1382400000000,72280349.760419
1382659200000,74562499.0692514
1382918400000,25090013.2108811
1383177600000,33743432.9669603
1383436800000,28374024.7298096
1383696000000,57841201.7507821
1383955200000,91757980.4443055
1384214400000,84782569.9762676
1384473600000,109938389.965215
1384732800000,174959547.688412
1384992000000,170075479.965928
1385251200000,188036653.918377
1385510400000,321815418.429292
1385769600000,227163323.710809
1386028800000,215887486.067708
1386288000000,284439322.070076
1386547200000,116881958.480121
1386806400000,98421124.8598265
1387065600000,88826641.7159236
1387324800000,282451158.275927
1387584000000,178333334.432651
1387843200000,205460463.078606
1388102400000,85510204.9207541
1388361600000,85541698.733302
1388620800000,86309079.6242639
1388880000000,172738310.788549
1389139200000,112592820.953407
1389398400000,100195801.737364
1389657600000,105281039.94817
1389916800000,72701457.820322
1390176000000,98268960.5221318
1390435200000,98429094.9792447
1390694400000,78876091.1159599
1390953600000,58745577.869114
1391212800000,59910464.2817783
1391472000000,103917131.554998
1391731200000,120236380.55453
1391990400000,107985243.608879
1392249600000,70396510.7665475
1392508800000,81237156.26263
1392768000000,60748872.1892544
1393027200000,57450119.8717939
1393286400000,172490506.980704
1393545600000,100891450.507951
1393804800000,115850973.264965
1394064000000,86461456.6820601
1394323200000,249444382.944985
1394582400000,244569233.387387
1394841600000,130166783.343177
1395100800000,65174551.6809735
1395360000000,82398783.114913
1395619200000,60197195.4604816
1395878400000,114412570.06048
1396137600000,52643399.4735775
1396396800000,82018995.8618492
1396656000000,63135739.3028964
1396915200000,53185889.4949638
1397174400000,70033319.3285708
1397433600000,53651196.6200287
1397692800000,68331434.5976434
1397952000000,38121047.5289589
1398211200000,70905664.8595681
1398470400000,34464788.04494
1398729600000,60780936.9861265
1398988800000,47711118.3628041
1399248000000,35339125.3497538
1399507200000,43378112.4479435
1399766400000,26386529.480672
1400025600000,57822343.5978949
1400284800000,25006216.0727361
1400544000000,71346674.6278021
1400803200000,73534768.8409876
1401062400000,65562631.0415776
1401321600000,47106045.4374686
1401580800000,71009428.3102904
1401840000000,78766326.9733077
1402099200000,40993120.4470621
1402358400000,108092776.376803
1402617600000,64309203.8149249
1402876800000,62982278.180436
1403136000000,53770869.4811373
1403395200000,35527766.1432133
1403654400000,63293597.3712146
1403913600000,36665604.3648494
1404172800000,105403469.241652
1404432000000,46501912.397888
1404691200000,62174232.086383
1404950400000,62297355.6355444
1405209600000,46536648.6135664
1405468800000,70244051.5135347
1405728000000,57422018.9273641
1405987200000,55386365.9309468
1406246400000,46219939.8418827
1406505600000,56122676.7735054
1406764800000,52634315.3110293
1407024000000,32919831.8134589
1407283200000,68336741.3519858
1407542400000,59808828.947551
1407801600000,69276611.8060764
1408060800000,76202505.7923246
1408320000000,100738559.178476
1408579200000,84522107.4358712
1408838400000,29057714.2754075
1409097600000,67757832.9475523
1409356800000,31885454.5252513
1409616000000,64277641.9777757
1409875200000,53309885.1405317
1410134400000,54168659.4099172
1410393600000,55766860.2290054
1410652800000,40822618.8586127
1410912000000,57086561.2698479
1411171200000,69769067.6690657
1411430400000,62995661.6216471
1411689600000,49136203.6570863
1411948800000,67136042.446003
1412208000000,48748431.4820063
1412467200000,92477268.0892905
1412726400000,69005745.9237773
1412985600000,57514257.6353742
1413244800000,90819557.1455253
1413504000000,57282139.2237851
1413763200000,52822876.420655
1414022400000,60421634.4373758
1414281600000,34138342.1590539
1414540800000,58705637.4432356
1414800000000,38414713.894721
1415059200000,75568721.6549817
1415318400000,67166981.0008896
1415577600000,75892754.4129441
1415836800000,164550489.878801
1416096000000,69144909.8207874
1416355200000,56520679.0931627
1416614400000,43648690.5852043
1416873600000,80180430.8946677
1417132800000,178168183.033217
1417392000000,69114701.3825262
1417651200000,129521942.030419
1417910400000,50400640.1772463
1418169600000,61872404.25978
1418428800000,54345483.0214937
1418688000000,78077485.0511147
1418947200000,62811446.476205
1419206400000,75579226.8588385
1419465600000,37320916.477945
1419724800000,33052331.6499954
1419984000000,55697823.5697453
1420243200000,90356063.08853
1420502400000,80774786.2919001
1420761600000,68712674.598593
1421020800000,56737334.7097411
1421280000000,58065294.8677467
1421539200000,36349253.1360839
1421798400000,100940117.842297
1422057600000,44650098.6455622
1422316800000,82024077.4228138
1422576000000,57632534.9175185
1422835200000,41847115.8682386
1423094400000,56217016.055574
1423353600000,36242922.7961028
1423612800000,45535581.4117355
1423872000000,45738450.4799351
1424131200000,44152334.6637976
1424390400000,43621202.084472
1424649600000,43288568.217363
1424908800000,38170855.034908
1425168000000,36199403.1268516
1425427200000,70049095.5115633
1425686400000,68923764.7515625
1425945600000,87819544.9747574
1426204800000,59802106.9269077
1426464000000,46055269.4924462
1426723200000,62846023.6401663
1426982400000,27663184.4712081
1427241600000,57231034.1827487
1427500800000,31130323.963791
1427760000000,50604196.9059626
1428019200000,43313511.1191549
1428278400000,39917547.2030759
1428537600000,52157277.9282586
1428796800000,25799044.9106307
1429056000000,48182654.0690775
1429315200000,35462749.626514
1429574400000,49337103.7889044
1429833600000,46963462.4005659
1430092800000,61169650.6703084
1430352000000,52747889.6751317
1430611200000,40546247.8827113
1430870400000,52255742.7906704
1431129600000,37978488.5421761
1431388800000,51885037.4865006
1431648000000,45480048.4066938
1431907200000,45892645.0747645
1432166400000,42085816.6644364
1432425600000,28578351.3492117
1432684800000,51191313.6883922
1432944000000,44900328.1318046
1433203200000,57270911.4599404
1433462400000,53499853.6065241
1433721600000,59227078.9674461
1433980800000,57681283.8927474
1434240000000,46613584.2672207
1434499200000,102860756.081282
1434758400000,45009612.4808706
1435017600000,55553592.9468954
1435276800000,62482074.0303431
1435536000000,70403431.6460673
1435795200000,74021939.3829363
1436054400000,84265970.246596
1436313600000,73188126.0188642
1436572800000,66906355.1911232
1436832000000,69699575.5230552
1437091200000,68372780.0203088
1437350400000,56607639.4441101
1437609600000,57351034.1334135
1437868800000,41154292.4221804
1438128000000,72096185.5168937
1438387200000,53873056.5162016
1438646400000,68759302.955495
1438905600000,60380400.5903396
1439164800000,72494674.4156681
1439424000000,81950602.1486464
1439683200000,64156782.5224129
1439942400000,91348202.351751
1440201600000,63032265.1440629
1440460800000,99028180.1550448
1440720000000,81628861.211412
1440979200000,76347922.7260106
1441238400000,62874506.9484245
1441497600000,66001039.5037544
1441756800000,80109777.2716076
1442016000000,35117509.7603435
1442275200000,62572926.7326678
1442534400000,77052107.6594763
1442793600000,85241860.0396714
1443052800000,66941501.4969483
1443312000000,39099840.0866747
1443571200000,80758529.9265131
1443830400000,43710065.4072659
1444089600000,79600730.0934913
1444348800000,70986637.546174
1444608000000,70768804.6564846
1444867200000,91736630.8896147
1445126400000,58642858.089851
1445385600000,92986825.5626516
1445644800000,78646253.75084
1445904000000,124088899.060244
1446163200000,185467981.040206
1446422400000,194458794.324194
1446681600000,307027755.787379
1446940800000,118761182.916495
1447200000000,201259788.12576
1447459200000,166607155.685867
1447718400000,160944153.504274
1447977600000,131609165.710544
1448236800000,98852080.6826669
1448496000000,163103068.187816
1448755200000,91203289.8804505
1449014400000,189009359.111918
1449273600000,231420658.526088
1449532800000,202885544.784706
1449792000000,215352465.447992
1450051200000,215383338.30188
1450310400000,196474766.11752
1450569600000,165566082.177757
1450828800000,197602586.817445
1451088000000,177346523.612944
1451347200000,115867945.462499
1451606400000,58346264.6538702
1451865600000,96276570.1913359
1452124800000,162207621.394275
1452384000000,94073291.3816097
1452643200000,136318196.489126
1452902400000,109411304.340177
1453161600000,95862424.5752563
1453420800000,134482253.931663
1453680000000,191305654.019256
1453939200000,142471030.875658
1454198400000,103665933.111343
1454457600000,115764017.96601
1454716800000,116944573.366285
1454976000000,124816846.664347
1455235200000,124601290.486344
1455494400000,176794468.588432
1455753600000,163499274.485133
1456012800000,155130149.064769
1456272000000,166459833.649415
1456531200000,159716131.267112
1456790400000,280786700.504114
1457049600000,177618220.523574
1457308800000,145282392.78699
1457568000000,139316581.780296
1457827200000,88371198.5967914
1458086400000,123888279.520397
1458345600000,86792272.3163921
1458604800000,132592024.246167
1458864000000,134672579.091353
1459123200000,140252685.928324
1459382400000,140898124.328616
1459641600000,88435716.0739488
1459900800000,159685598.931054
1460160000000,104520518.007936
1460419200000,156860496.804597
1460678400000,136158701.120764
1460937600000,116994110.42223
1461196800000,154376605.429112
1461456000000,103550332.548332
1461715200000,168934334.779151
1461974400000,92579744.1214576
1462233600000,128092229.867241
1462492800000,150035773.319432
1462752000000,138794017.510208
1463011200000,149854665.866916
1463270400000,99104765.0213349
1463529600000,159373784.448942
1463788800000,105043285.909485
1464048000000,147794302.053499
1464307200000,300392313.16427
1464566400000,241119804.228294
1464825600000,194112539.742197
1465084800000,141793764.106445
1465344000000,180814927.1302
1465603200000,162244835.709132
1465862400000,256120540.898319
1466121600000,313165865.407592
1466380800000,237206784.336225
1466640000000,284618179.196952
1466899200000,150791051.867233
1467158400000,206884074.071743
1467417600000,169929673.904514
1467676800000,205876443.302665
1467936000000,190072668.311984
1468195200000,168883000.517706
1468454400000,162291972.803481
1468713600000,160525091.73713
1468972800000,170220921.866371
1469232000000,115059449.184302
1469491200000,176818808.322219
1469750400000,155222292.486318
1470009600000,179607831.910275
1470268800000,206097159.659288
1470528000000,153369941.983342
1470787200000,174758412.072643
1471046400000,107861817.666152
1471305600000,180903207.515641
1471564800000,163856272.461502
1471824000000,144303111.47118
1472083200000,143380501.255004
1472342400000,81677102.5935288
1472601600000,157138022.669795
1472860800000,102592239.860787
1473120000000,136578787.591771
1473379200000,147264804.281444
1473638400000,133648709.657427
1473897600000,122887826.653529
1474156800000,100458543.643945
1474416000000,132006186.045231
1474675200000,102277846.976838
1474934400000,145940667.050968
1475193600000,151697973.208666
1475452800000,152745154.983948
1475712000000,151565507.710158
1475971200000,119547253.301373
1476230400000,199143900.069083
1476489600000,129491942.695046
1476748800000,215694366.552112
1477008000000,156669875.507655
1477267200000,161693433.731515
1477526400000,258545483.966802
1477785600000,131602246.519822
1478044800000,164356161.509587
1478304000000,120288462.083288
1478563200000,207694374.685563
1478822400000,156396615.431267
1479081600000,167411486.834791
1479340800000,254155219.470792
1479600000000,128952148.560894
1479859200000,206486727.870907
1480118400000,182382884.916916
1480377600000,222587581.749958
1480636800000,228141076.849329
1480896000000,198703655.634775
1481155200000,233884533.88058
1481414400000,125059695.222629
1481673600000,206398743.80016
1481932800000,183418677.608644
1482192000000,243951480.369348
1482451200000,388045841.232592
1482710400000,243945751.84128
1482969600000,315507313.829108
1483228800000,166788994.438506
1483488000000,433678086.930274
1483747200000,295587982.400845
1484006400000,287618545.510897
1484265600000,246890176.531767
1484524800000,208260163.869729
1484784000000,232438071.962038
1485043200000,210313964.544514
1485302400000,266770577.731972
1485561600000,112142903.966695
1485820800000,223566247.35351
1486080000000,267577532.235832
1486339200000,218963129.707101
1486598400000,377801460.068728
1486857600000,116966457.119016
1487116800000,202429312.98124
1487376000000,179904049.623422
1487635200000,235255122.879217
1487894400000,369319167.07207
1488153600000,262053158.425805
1488412800000,431801396.598851
1488672000000,218660855.895447
1488931200000,315179702.137921
1489190400000,243728155.220018
1489449600000,347466704.53874
1489708800000,552676695.368399
1489968000000,301488144.209954
1490227200000,312768150.521022
1490486400000,234975161.590919
1490745600000,270264531.240309
1491004800000,275732331.549016
1491264000000,348486729.241388
1491523200000,411459319.524365
1491782400000,276975890.505248
1492041600000,296565393.518839
1492300800000,248893303.715128
1492560000000,305279308.340359
1492819200000,220730616.638858
1493078400000,393127864.708434
1493337600000,423281308.506147
1493596800000,446976193.582856
1493856000000,635339356.026632
1494115200000,442601453.184986
1494374400000,743762053.06786
1494633600000,426951909.091612
1494892800000,594333395.307832
1495152000000,845185438.857744
1495411200000,920544425.97211
1495670400000,1318459470.59989
1495929600000,528810229.383807
1496188800000,840617433.492568
1496448000000,828539265.381656
1496707200000,888558904.123181
1496966400000,685475617.745
1497225600000,891415561.221529
1497484800000,704179683.271891
1497744000000,531175986.631959
1498003200000,835467130.108463
1498262400000,433119966.233253
1498521600000,687790878.577049
1498780800000,771010449.218829
1499040000000,590179543.656499
1499299200000,536928215.088525
1499558400000,714533490.943618
1499817600000,557154714.150382
1500076800000,459530087.737274
1500336000000,612361551.304947
1500595200000,703181494.386552
1500854400000,568575160.453683
1501113600000,849185180.945369
1501372800000,1157398139.86185
1501632000000,1424505879.24285
1501891200000,979154079.251385
1502150400000,1230025637.35308
1502409600000,985601487.693678
1502668800000,866674915.893119
1502928000000,1362840510.69978
1503187200000,758991072.40884
1503446400000,1053263975.41305
1503705600000,687934750.253782
1503964800000,1113343542.50353
1504224000000,1220477319.81695
1504483200000,1452488599.68739
1504742400000,1250684680.98455
1505001600000,849737599.424126
1505260800000,1001341343.71237
1505520000000,755451379.92034
1505779200000,869566641.158497
1506038400000,720084890.797891
1506297600000,992813616.585088
1506556800000,846414368.613928
1506816000000,495152833.454326
1507075200000,611184779.702613
1507334400000,552496903.66649
1507593600000,1189113919.87786
1507852800000,1477309948.05088
1508112000000,1148993979.04203
1508371200000,1435812894.93232
1508630400000,996113498.470227
1508889600000,2093083247.85009
1509148800000,645357529.902608
1509408000000,1557216921.88694
1509667200000,1685749159.21425
1509926400000,1629540869.12293
1510185600000,2366841243.84241
1510444800000,1946782857.0861
1510704000000,2274507065.39276
1510963200000,1967731645.24613
1511222400000,2632881286.5975
1511481600000,2685926757.31595
1511740800000,3382462034.24211
1512000000000,3446153829.33153
1512259200000,2065023836.1632
1512518400000,3394252519.10379
1512777600000,3943426403.66603
1513036800000,5729890455.48235
1513296000000,4219284344.1263
1513555200000,4869203329.46846
1513814400000,3765982142.63797
1514073600000,2531170728.06185
1514332800000,4777859401.98801
1514592000000,3922944907.4099
1514851200000,3339191213.7855
1515110400000,4736424942.20902
1515369600000,4095843401.55246
1515628800000,3733633619.45572
1515888000000,2648247577.87206
1516147200000,2919536905.70861
1516406400000,2591920373.50638
1516665600000,1903407628.40967
1516924800000,2828780181.62246
1517184000000,1802719595.8518
1517443200000,2614260637.5456
1517702400000,1685654407.52098
1517961600000,1651883624.31755
1518220800000,1017797853.82348
1518480000000,1266134857.40392
1518739200000,1066535211.87328
1518998400000,1250363981.08978
1519257600000,2569053251.11412
1519516800000,735383768.774946
1519776000000,2141873922.79825
1520035200000,1044510356.00801
1520294400000,1313036217.13425
1520553600000,1845969389.06628
1520812800000,1128481461.10965
1521072000000,1197812277.26368
1521331200000,817452712.514831
1521590400000,1045367812.30046
1521849600000,623816401.961253
1522108800000,947745397.417293
1522368000000,1222424226.86149
1522627200000,768333587.034114
1522886400000,757321484.524495
1523145600000,563967121.149313
1523404800000,944639313.553063
1523664000000,516931824.839407
1523923200000,933802321.600287
1524182400000,1105686984.46496
1524441600000,1170233453.21339
1524700800000,1356669104.25048
1524960000000,1043832708.35065
1525219200000,1356043112.32921
1525478400000,1032424172.16879
1525737600000,1305599529.85642
1525996800000,1308283132.78675
1526256000000,1877479922.51764
1526515200000,1986371307.18684
1526774400000,505408446.545892
1527033600000,1070131558.32802
1527292800000,433358755.892997
1527552000000,902651076.805139
1527811200000,860640929.266263
1528070400000,781951697.703179
1528329600000,802888675.612286
1528588800000,682579730.014871
1528848000000,1043117695.00437
1529107200000,393367359.714171
1529366400000,717193233.877687
1529625600000,877986505.482454
1529884800000,683034898.67434
1530144000000,717809351.700124
1530403200000,994143368.502515
1530662400000,662808206.668387
1530921600000,370270464.469499
1531180800000,840599276.598201
1531440000000,674548450.327427
1531699200000,747886516.022028
1531958400000,993456134.043958
1532217600000,395927691.401284
1532476800000,1009352100.9677
1532736000000,516574795.872905
1532995200000,916151854.706209
1533254400000,926100823.345805
1533513600000,732204363.485113
1533772800000,939755086.265862
1534032000000,333729799.273728
1534291200000,891860903.410449
1534550400000,375616573.760664
1534809600000,872997532.530483
1535068800000,660537345.458553
1535328000000,788251385.708113
1535587200000,798481940.583074
1535846400000,446514389.352451
1536105600000,945103849.443573
1536364800000,364549896.733295
1536624000000,741261462.953143
1536883200000,739529758.061071
1537142400000,572850819.087677
1537401600000,682414738.538983
1537660800000,335911295.135385
1537920000000,753603397.081026
1538179200000,463385867.587157
1538438400000,826082619.396765
1538697600000,627109174.216566
1538956800000,629275555.877636
1539216000000,887230191.302002
1539475200000,398408927.243372
1539734400000,727254416.70506
1539993600000,688806312.502373
1540252800000,726527353.625848
1540512000000,744611642.283238
1540771200000,894864910.143942
1541030400000,806286748.991908
1541289600000,525975032.809028
1541548800000,854471221.93819
1541808000000,384259934.959002
1542067200000,807686927.071364
1542326400000,1082196428.0914
1542585600000,1021796905.51698
1542844800000,662090854.575515
1543104000000,618633300.615613
1543363200000,807058144.18961
1543622400000,689975479.91139
1543881600000,2465252204.48521
1544140800000,751100109.531282
1544400000000,526990901.514102
1544659200000,597302476.971246
1544918400000,315066374.369889
1545177600000,893184813.801197
1545436800000,303876048.573279
1545696000000,403843192.833081
1545955200000,626362020.822387
1546214400000,476003087.181449
1546473600000,586335098.627541
1546732800000,295057199.362848
1546992000000,630379615.777342
1547251200000,270915665.310548
1547510400000,1270645847.43182
1547769600000,449808595.91667
1548028800000,488189514.450034
1548288000000,477934358.136481
1548547200000,223512708.830142
1548806400000,737418316.862737
1549065600000,315786229.87276
1549324800000,414929550.42717
1549584000000,552614639.038452
1549843200000,512333681.418858
1550102400000,465606911.488956
1550361600000,237971659.056432
1550620800000,696700438.735942
1550880000000,489507893.012273
1551139200000,592375975.327037
1551398400000,536410480.46392
1551657600000,510664925.146437
1551916800000,598136964.047837
1552176000000,289475543.963133
1552435200000,632556077.344
1552694400000,360840832.093826
1552953600000,609610214.504111
1553212800000,528282764.480713
1553472000000,596522167.552637
